pT,muon_inv_mass,acc,output,correct_output,classifier,blur
8.777551651000977,89.18003845214844,0.8436806797981262,0.8436806797981262,1.0,Latent Space Pooled Hybrid Classifier,0.1
8.777551651000977,89.18003845214844,0.8436806797981262,0.8436806797981262,1.0,Latent Space Pooled Hybrid Classifier,0.1
8.8313570022583,90.40888214111328,0.12061315774917603,0.879386842250824,0.0,Latent Space Pooled Hybrid Classifier,0.1
8.8313570022583,90.40888214111328,0.12061315774917603,0.879386842250824,0.0,Latent Space Pooled Hybrid Classifier,0.1
9.175797462463379,90.75235748291016,0.9065970182418823,0.9065970182418823,1.0,Latent Space Pooled Hybrid Classifier,0.1
9.259196281433105,83.90180969238281,0.7049804925918579,0.2950195074081421,0.0,Latent Space Pooled Hybrid Classifier,0.1
9.268606185913086,89.98914337158203,0.9127545952796936,0.9127545952796936,1.0,Latent Space Pooled Hybrid Classifier,0.1
9.268606185913086,89.98914337158203,0.9127545952796936,0.9127545952796936,1.0,Latent Space Pooled Hybrid Classifier,0.1
9.268606185913086,89.98914337158203,0.9127545952796936,0.9127545952796936,1.0,Latent Space Pooled Hybrid Classifier,0.1
9.273126602172852,92.92117309570312,0.12242990732192993,0.8775700926780701,0.0,Latent Space Pooled Hybrid Classifier,0.1
9.427461624145508,69.40278625488281,0.9622461795806885,0.03775383532047272,0.0,Latent Space Pooled Hybrid Classifier,0.1
9.427461624145508,69.40278625488281,0.9622461795806885,0.03775383532047272,0.0,Latent Space Pooled Hybrid Classifier,0.1
9.449368476867676,90.34723663330078,0.8810402750968933,0.8810402750968933,1.0,Latent Space Pooled Hybrid Classifier,0.1
9.449368476867676,90.34723663330078,0.8810402750968933,0.8810402750968933,1.0,Latent Space Pooled Hybrid Classifier,0.1
9.57837963104248,83.9445571899414,0.7116914987564087,0.2883085310459137,0.0,Latent Space Pooled Hybrid Classifier,0.1
9.738210678100586,84.11534118652344,0.6911507248878479,0.3088492751121521,0.0,Latent Space Pooled Hybrid Classifier,0.1
9.738210678100586,84.11534118652344,0.6911507248878479,0.3088492751121521,0.0,Latent Space Pooled Hybrid Classifier,0.1
9.738210678100586,84.11534118652344,0.6911507248878479,0.3088492751121521,0.0,Latent Space Pooled Hybrid Classifier,0.1
9.744279861450195,110.93714141845703,0.8276478052139282,0.1723521649837494,0.0,Latent Space Pooled Hybrid Classifier,0.1
9.762626647949219,76.98131561279297,0.9586848020553589,0.04131520912051201,0.0,Latent Space Pooled Hybrid Classifier,0.1
9.762626647949219,76.98131561279297,0.9586848020553589,0.04131520912051201,0.0,Latent Space Pooled Hybrid Classifier,0.1
9.765122413635254,76.50187683105469,0.9681559801101685,0.031844042241573334,0.0,Latent Space Pooled Hybrid Classifier,0.1
9.841561317443848,91.85572814941406,0.8843488097190857,0.8843488097190857,1.0,Latent Space Pooled Hybrid Classifier,0.1
9.841561317443848,91.85572814941406,0.8843488097190857,0.8843488097190857,1.0,Latent Space Pooled Hybrid Classifier,0.1
9.841561317443848,91.85572814941406,0.8843488097190857,0.8843488097190857,1.0,Latent Space Pooled Hybrid Classifier,0.1
9.841561317443848,91.85572814941406,0.8843488097190857,0.8843488097190857,1.0,Latent Space Pooled Hybrid Classifier,0.1
9.892494201660156,91.20227813720703,0.8903366923332214,0.8903366923332214,1.0,Latent Space Pooled Hybrid Classifier,0.1
9.923230171203613,70.3960189819336,0.9622504711151123,0.03774953633546829,0.0,Latent Space Pooled Hybrid Classifier,0.1
9.948067665100098,82.18940734863281,0.8904037475585938,0.10959625989198685,0.0,Latent Space Pooled Hybrid Classifier,0.1
10.029313087463379,90.9055404663086,0.8943542242050171,0.8943542242050171,1.0,Latent Space Pooled Hybrid Classifier,0.1
10.029313087463379,90.9055404663086,0.8943542242050171,0.8943542242050171,1.0,Latent Space Pooled Hybrid Classifier,0.1
10.029313087463379,90.9055404663086,0.8943542242050171,0.8943542242050171,1.0,Latent Space Pooled Hybrid Classifier,0.1
10.108757019042969,82.6097183227539,0.8515361547470093,0.14846381545066833,0.0,Latent Space Pooled Hybrid Classifier,0.1
10.108757019042969,82.6097183227539,0.8515361547470093,0.14846381545066833,0.0,Latent Space Pooled Hybrid Classifier,0.1
10.163199424743652,89.8121109008789,0.8763266801834106,0.8763266801834106,1.0,Latent Space Pooled Hybrid Classifier,0.1
10.163199424743652,89.8121109008789,0.8763266801834106,0.8763266801834106,1.0,Latent Space Pooled Hybrid Classifier,0.1
10.228851318359375,74.02152252197266,0.9516851902008057,0.04831483215093613,0.0,Latent Space Pooled Hybrid Classifier,0.1
10.298649787902832,88.2328872680664,0.8307996392250061,0.8307996392250061,1.0,Latent Space Pooled Hybrid Classifier,0.1
10.360644340515137,90.6649398803711,0.909010112285614,0.909010112285614,1.0,Latent Space Pooled Hybrid Classifier,0.1
10.360644340515137,90.6649398803711,0.909010112285614,0.909010112285614,1.0,Latent Space Pooled Hybrid Classifier,0.1
10.53264331817627,75.91024017333984,0.9637099504470825,0.03629004955291748,0.0,Latent Space Pooled Hybrid Classifier,0.1
10.53264331817627,75.91024017333984,0.9637099504470825,0.03629004955291748,0.0,Latent Space Pooled Hybrid Classifier,0.1
10.643311500549316,78.19742584228516,0.9688541293144226,0.031145887449383736,0.0,Latent Space Pooled Hybrid Classifier,0.1
10.643311500549316,78.19742584228516,0.9688541293144226,0.031145887449383736,0.0,Latent Space Pooled Hybrid Classifier,0.1
10.727825164794922,80.837890625,0.9507565498352051,0.04924347251653671,0.0,Latent Space Pooled Hybrid Classifier,0.1
10.727825164794922,80.837890625,0.9507565498352051,0.04924347251653671,0.0,Latent Space Pooled Hybrid Classifier,0.1
10.727825164794922,80.837890625,0.9507565498352051,0.04924347251653671,0.0,Latent Space Pooled Hybrid Classifier,0.1
10.879344940185547,71.74762725830078,0.9582200646400452,0.04177994281053543,0.0,Latent Space Pooled Hybrid Classifier,0.1
10.879344940185547,71.74762725830078,0.9582200646400452,0.04177994281053543,0.0,Latent Space Pooled Hybrid Classifier,0.1
10.890188217163086,74.48989868164062,0.9533495903015137,0.04665040224790573,0.0,Latent Space Pooled Hybrid Classifier,0.1
10.890188217163086,74.48989868164062,0.9533495903015137,0.04665040224790573,0.0,Latent Space Pooled Hybrid Classifier,0.1
10.890188217163086,74.48989868164062,0.9533495903015137,0.04665040224790573,0.0,Latent Space Pooled Hybrid Classifier,0.1
10.913690567016602,80.39002227783203,0.9473031163215637,0.05269687995314598,0.0,Latent Space Pooled Hybrid Classifier,0.1
10.974960327148438,89.54464721679688,0.8939434289932251,0.8939434289932251,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.03441333770752,99.93891143798828,0.6909821033477783,0.3090178668498993,0.0,Latent Space Pooled Hybrid Classifier,0.1
11.051136016845703,94.41804504394531,0.8373258709907532,0.8373258709907532,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.051136016845703,94.41804504394531,0.8373258709907532,0.8373258709907532,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.09698486328125,66.66622161865234,0.966513991355896,0.03348599746823311,0.0,Latent Space Pooled Hybrid Classifier,0.1
11.2086763381958,83.49908447265625,0.7251641750335693,0.27483585476875305,0.0,Latent Space Pooled Hybrid Classifier,0.1
11.251492500305176,89.0874252319336,0.12040925025939941,0.8795907497406006,0.0,Latent Space Pooled Hybrid Classifier,0.1
11.260734558105469,71.25248718261719,0.9560248255729675,0.04397515580058098,0.0,Latent Space Pooled Hybrid Classifier,0.1
11.335426330566406,90.50325012207031,0.9078778624534607,0.9078778624534607,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.335426330566406,90.50325012207031,0.9078778624534607,0.9078778624534607,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.335426330566406,90.50325012207031,0.9078778624534607,0.9078778624534607,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.375911712646484,86.90206909179688,0.6917128562927246,0.6917128562927246,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.375911712646484,86.90206909179688,0.6917128562927246,0.6917128562927246,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.375911712646484,86.90206909179688,0.6917128562927246,0.6917128562927246,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.375911712646484,86.90206909179688,0.6917128562927246,0.6917128562927246,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.460929870605469,89.9451675415039,0.9030454754829407,0.9030454754829407,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.460929870605469,89.9451675415039,0.9030454754829407,0.9030454754829407,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.460929870605469,89.9451675415039,0.9030454754829407,0.9030454754829407,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.526131629943848,92.31576538085938,0.9046361446380615,0.9046361446380615,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.585081100463867,87.7431411743164,0.20877611637115479,0.7912238836288452,0.0,Latent Space Pooled Hybrid Classifier,0.1
11.585081100463867,87.7431411743164,0.20877611637115479,0.7912238836288452,0.0,Latent Space Pooled Hybrid Classifier,0.1
11.585081100463867,87.7431411743164,0.20877611637115479,0.7912238836288452,0.0,Latent Space Pooled Hybrid Classifier,0.1
11.591142654418945,77.92916870117188,0.970312774181366,0.02968720719218254,0.0,Latent Space Pooled Hybrid Classifier,0.1
11.621308326721191,77.88526153564453,0.9491755962371826,0.05082439258694649,0.0,Latent Space Pooled Hybrid Classifier,0.1
11.631150245666504,94.60054016113281,0.7906453013420105,0.7906453013420105,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.682367324829102,91.65022277832031,0.8972984552383423,0.8972984552383423,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.720778465270996,90.22555541992188,0.8968098759651184,0.8968098759651184,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.733211517333984,85.64291381835938,0.4476844072341919,0.5523155927658081,0.0,Latent Space Pooled Hybrid Classifier,0.1
11.733211517333984,85.64291381835938,0.4476844072341919,0.5523155927658081,0.0,Latent Space Pooled Hybrid Classifier,0.1
11.756635665893555,99.9608154296875,0.6620007753372192,0.33799922466278076,0.0,Latent Space Pooled Hybrid Classifier,0.1
11.756635665893555,99.9608154296875,0.6620007753372192,0.33799922466278076,0.0,Latent Space Pooled Hybrid Classifier,0.1
11.756635665893555,99.9608154296875,0.6620007753372192,0.33799922466278076,0.0,Latent Space Pooled Hybrid Classifier,0.1
11.770203590393066,91.13501739501953,0.9121443033218384,0.9121443033218384,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.804850578308105,91.0201416015625,0.919022262096405,0.919022262096405,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.804850578308105,91.0201416015625,0.919022262096405,0.919022262096405,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.804850578308105,91.0201416015625,0.919022262096405,0.919022262096405,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.804850578308105,91.0201416015625,0.919022262096405,0.919022262096405,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.811601638793945,138.5183868408203,0.9799485206604004,0.020051488652825356,0.0,Latent Space Pooled Hybrid Classifier,0.1
11.811601638793945,138.5183868408203,0.9799485206604004,0.020051488652825356,0.0,Latent Space Pooled Hybrid Classifier,0.1
11.817203521728516,90.09639739990234,0.9190645217895508,0.9190645217895508,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.817940711975098,87.09003448486328,0.7427488565444946,0.7427488565444946,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.823493957519531,89.3722152709961,0.8892958760261536,0.8892958760261536,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.823493957519531,89.3722152709961,0.8892958760261536,0.8892958760261536,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.851426124572754,87.8216552734375,0.8232143521308899,0.8232143521308899,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.892163276672363,90.84933471679688,0.9280630946159363,0.9280630946159363,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.898589134216309,83.86907958984375,0.6371557712554932,0.3628442585468292,0.0,Latent Space Pooled Hybrid Classifier,0.1
11.898589134216309,83.86907958984375,0.6371557712554932,0.3628442585468292,0.0,Latent Space Pooled Hybrid Classifier,0.1
11.901603698730469,81.16313934326172,0.8722479343414307,0.12775208055973053,0.0,Latent Space Pooled Hybrid Classifier,0.1
11.96281623840332,80.74705505371094,0.09004247188568115,0.09004250168800354,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.96281623840332,80.74705505371094,0.09004247188568115,0.09004250168800354,1.0,Latent Space Pooled Hybrid Classifier,0.1
11.98524284362793,84.67889404296875,0.4425506591796875,0.4425506293773651,1.0,Latent Space Pooled Hybrid Classifier,0.1
12.02245807647705,70.8568344116211,0.9630125164985657,0.03698750585317612,0.0,Latent Space Pooled Hybrid Classifier,0.1
12.02245807647705,70.8568344116211,0.9630125164985657,0.03698750585317612,0.0,Latent Space Pooled Hybrid Classifier,0.1
12.044339179992676,89.96426391601562,0.9045424461364746,0.9045424461364746,1.0,Latent Space Pooled Hybrid Classifier,0.1
12.047982215881348,82.1008529663086,0.8584277629852295,0.14157222211360931,0.0,Latent Space Pooled Hybrid Classifier,0.1
12.076883316040039,95.48696899414062,0.7634221911430359,0.7634221911430359,1.0,Latent Space Pooled Hybrid Classifier,0.1
