pT,muon_inv_mass,acc,output,correct_output,classifier,blur
8.5604248046875,75.89290618896484,0.635486900806427,0.364513099193573,0.0,Lorentz-invairant Classifier,0.1
8.669676780700684,73.26336669921875,0.7359037399291992,0.2640962600708008,0.0,Lorentz-invairant Classifier,0.1
8.777551651000977,89.18003845214844,0.8580182194709778,0.8580182194709778,1.0,Lorentz-invairant Classifier,0.1
8.8313570022583,90.40888214111328,0.12417948246002197,0.875820517539978,0.0,Lorentz-invairant Classifier,0.1
9.175797462463379,90.75235748291016,0.8808415532112122,0.8808415532112122,1.0,Lorentz-invairant Classifier,0.1
9.259196281433105,83.90180969238281,0.2788763642311096,0.7211236357688904,0.0,Lorentz-invairant Classifier,0.1
9.268606185913086,89.98914337158203,0.864021897315979,0.864021897315979,1.0,Lorentz-invairant Classifier,0.1
9.273126602172852,92.92117309570312,0.12438762187957764,0.8756123781204224,0.0,Lorentz-invairant Classifier,0.1
9.33989143371582,89.3368148803711,0.8584332466125488,0.8584332466125488,1.0,Lorentz-invairant Classifier,0.1
9.427461624145508,69.40278625488281,0.8166025876998901,0.18339742720127106,0.0,Lorentz-invairant Classifier,0.1
9.449368476867676,90.34723663330078,0.8742555379867554,0.8742555379867554,1.0,Lorentz-invairant Classifier,0.1
9.449368476867676,90.34723663330078,0.8742555379867554,0.8742555379867554,1.0,Lorentz-invairant Classifier,0.1
9.449368476867676,90.34723663330078,0.8742555379867554,0.8742555379867554,1.0,Lorentz-invairant Classifier,0.1
9.52804946899414,94.38981628417969,0.13402104377746582,0.8659789562225342,0.0,Lorentz-invairant Classifier,0.1
9.52804946899414,94.38981628417969,0.13402104377746582,0.8659789562225342,0.0,Lorentz-invairant Classifier,0.1
9.52804946899414,94.38981628417969,0.13402104377746582,0.8659789562225342,0.0,Lorentz-invairant Classifier,0.1
9.52804946899414,94.38981628417969,0.13402104377746582,0.8659789562225342,0.0,Lorentz-invairant Classifier,0.1
9.57837963104248,83.9445571899414,0.2785876989364624,0.7214123010635376,0.0,Lorentz-invairant Classifier,0.1
9.57837963104248,83.9445571899414,0.2785876989364624,0.7214123010635376,0.0,Lorentz-invairant Classifier,0.1
9.738210678100586,84.11534118652344,0.2765175700187683,0.7234824299812317,0.0,Lorentz-invairant Classifier,0.1
9.738210678100586,84.11534118652344,0.2765175700187683,0.7234824299812317,0.0,Lorentz-invairant Classifier,0.1
9.738210678100586,84.11534118652344,0.2765175700187683,0.7234824299812317,0.0,Lorentz-invairant Classifier,0.1
9.751858711242676,93.351806640625,0.8725480437278748,0.8725480437278748,1.0,Lorentz-invairant Classifier,0.1
9.751858711242676,93.351806640625,0.8725480437278748,0.8725480437278748,1.0,Lorentz-invairant Classifier,0.1
